"","country","mean_life"
"1","Madagascar",47.7705833333333
"2","Malawi",43.3515833333333
"3","Malaysia",64.2795833333333
"4","Mali",43.4135
"5","Mauritania",52.3020833333333
"6","Mauritius",64.95325
"7","Mexico",65.4088333333333
"8","Mongolia",55.8903333333333
"9","Montenegro",70.2991666666667
"10","Morocco",57.6088333333333
"11","Mozambique",40.3795
"12","Myanmar",53.3216666666667
